Navn,Stasjon,Tid(norsk normaltid),Midlere lufttrykk i stasjonsnivaa (dogn),Vanndamptrykk (dogn),Midlere relativ luftfuktighet (dogn),Spesifikk luftfuktighet,Gjennomsnittlig skydekke (dogn)
Trondheim - Voll,SN68860,30.09.2015,1012.1,11.4,87,7,7.7
Trondheim - Voll,SN68860,01.10.2015,1000.2,11.3,85,7,8
Trondheim - Voll,SN68860,02.10.2015,992.1,9,72,5.7,8
Trondheim - Voll,SN68860,03.10.2015,996.4,9,82,5.7,7
Trondheim - Voll,SN68860,04.10.2015,998.2,8.7,85,5.4,6.3
Trondheim - Voll,SN68860,05.10.2015,1003.4,7.3,75,4.5,2
Trondheim - Voll,SN68860,06.10.2015,1002.8,6.6,55,4.1,2.3
Trondheim - Voll,SN68860,07.10.2015,1004.3,5.2,46,3.2,1.3
Trondheim - Voll,SN68860,08.10.2015,1004.5,5.9,52,3.7,3
Trondheim - Voll,SN68860,09.10.2015,1008.7,8.7,83,5.4,7
Trondheim - Voll,SN68860,10.10.2015,1011.9,9.4,93,5.8,4.7
Trondheim - Voll,SN68860,11.10.2015,1012.9,7.8,95,4.8,7
Trondheim - Voll,SN68860,12.10.2015,1011.4,8.3,91,5.1,5
Trondheim - Voll,SN68860,13.10.2015,1012,8.2,78,5.1,7
Trondheim - Voll,SN68860,14.10.2015,1011.9,7.6,81,4.7,5.7
Trondheim - Voll,SN68860,15.10.2015,1011.1,6.8,70,4.2,7
Trondheim - Voll,SN68860,16.10.2015,1010.3,8.3,69,5.1,5.7
Trondheim - Voll,SN68860,17.10.2015,1009,9.6,83,5.9,6.7
Trondheim - Voll,SN68860,18.10.2015,1008.3,9.8,86,6.1,7.7
Trondheim - Voll,SN68860,19.10.2015,1007.2,8.5,83,5.3,7
Trondheim - Voll,SN68860,20.10.2015,999.9,7.1,81,4.4,6
Trondheim - Voll,SN68860,21.10.2015,982.4,7.4,76,4.7,6.7
Trondheim - Voll,SN68860,22.10.2015,971.2,9.6,85,6.2,8
Trondheim - Voll,SN68860,23.10.2015,989.2,9.3,85,5.9,7.7
Trondheim - Voll,SN68860,24.10.2015,984.5,8.1,72,5.1,5.3
Trondheim - Voll,SN68860,25.10.2015,989.7,7.6,86,4.8,5
Trondheim - Voll,SN68860,26.10.2015,999.3,7.4,76,4.6,8
Trondheim - Voll,SN68860,27.10.2015,1007.3,7.2,91,4.5,6
Trondheim - Voll,SN68860,28.10.2015,1006.3,6.6,96,4.1,2.3
Trondheim - Voll,SN68860,29.10.2015,1004.3,6.1,83,3.8,2.3
Trondheim - Voll,SN68860,30.10.2015,1008.9,6.7,77,4.1,4.3
Trondheim - Voll,SN68860,31.10.2015,1002.2,8.8,64,5.5,7
Trondheim - Voll,SN68860,01.11.2015,998.3,10,84,6.2,7.7
Trondheim - Voll,SN68860,02.11.2015,997.8,10.6,77,6.7,7.7
Trondheim - Voll,SN68860,03.11.2015,996.8,9.6,85,6,6.3
Trondheim - Voll,SN68860,04.11.2015,1001.5,8.9,88,5.6,3.3
Trondheim - Voll,SN68860,05.11.2015,1001.8,7.3,94,4.6,4.7
Trondheim - Voll,SN68860,06.11.2015,997,7.4,94,4.6,1.7
Trondheim - Voll,SN68860,07.11.2015,989.4,8.6,82,5.4,5.3
Trondheim - Voll,SN68860,08.11.2015,993,7.2,72,4.5,3
Trondheim - Voll,SN68860,09.11.2015,972.8,5.9,54,3.8,6
Trondheim - Voll,SN68860,10.11.2015,977,7.7,84,5,6.7
Trondheim - Voll,SN68860,11.11.2015,984.8,7.1,85,4.5,5.3
Trondheim - Voll,SN68860,12.11.2015,988.9,6.6,86,4.1,2.3
Trondheim - Voll,SN68860,13.11.2015,979.9,5.2,55,3.3,3.7
Trondheim - Voll,SN68860,14.11.2015,974.4,4.7,61,3,3.7
Trondheim - Voll,SN68860,15.11.2015,982.5,6.5,90,4.1,6.3
Trondheim - Voll,SN68860,16.11.2015,978,5.5,73,3.5,6.3
Trondheim - Voll,SN68860,17.11.2015,972.1,5.4,83,3.5,1.7
Trondheim - Voll,SN68860,18.11.2015,977.1,5.7,94,3.6,4.7
Trondheim - Voll,SN68860,19.11.2015,980.9,5.3,88,3.4,6.3
Trondheim - Voll,SN68860,20.11.2015,983.3,5.4,88,3.4,7.7
Trondheim - Voll,SN68860,21.11.2015,986.2,4.8,90,3,6.3
Trondheim - Voll,SN68860,22.11.2015,993.1,5,89,3.1,6.3
Trondheim - Voll,SN68860,23.11.2015,989.4,5.5,79,3.5,4
Trondheim - Voll,SN68860,24.11.2015,978.3,5.8,84,3.7,6
Trondheim - Voll,SN68860,25.11.2015,977.4,5.5,78,3.5,5.3
Trondheim - Voll,SN68860,26.11.2015,979.7,6.6,82,4.2,6.7
Trondheim - Voll,SN68860,27.11.2015,969.6,8.6,91,5.6,8
Trondheim - Voll,SN68860,28.11.2015,968.9,5,69,3.2,4
Trondheim - Voll,SN68860,29.11.2015,959.6,4.9,67,3.2,6
Trondheim - Voll,SN68860,30.11.2015,966.6,4.8,81,3.1,8
Trondheim - Voll,SN68860,01.12.2015,985,5.8,87,3.7,6.7
Trondheim - Voll,SN68860,02.12.2015,987.2,5.7,74,3.6,8
Trondheim - Voll,SN68860,03.12.2015,992.6,4.8,67,3,5
Trondheim - Voll,SN68860,04.12.2015,981.8,4.7,73,3,8
Trondheim - Voll,SN68860,05.12.2015,964.8,5.7,71,3.7,7
Trondheim - Voll,SN68860,06.12.2015,964.6,6.1,79,3.9,6.3
Trondheim - Voll,SN68860,07.12.2015,1001.1,6.3,81,3.9,5
Trondheim - Voll,SN68860,08.12.2015,998.4,6.1,70,3.8,7
Trondheim - Voll,SN68860,09.12.2015,989.9,6.1,71,3.9,4.7
Trondheim - Voll,SN68860,10.12.2015,977.1,5.7,69,3.7,5.7
Trondheim - Voll,SN68860,11.12.2015,977.6,5.2,67,3.3,5
Trondheim - Voll,SN68860,12.12.2015,988.1,6.1,88,3.9,4.3
Trondheim - Voll,SN68860,13.12.2015,996.5,5.4,89,3.4,6
Trondheim - Voll,SN68860,14.12.2015,1001.5,4.6,88,2.9,4.7
Trondheim - Voll,SN68860,15.12.2015,1005.9,6.1,89,3.8,7
Trondheim - Voll,SN68860,16.12.2015,1002,4.8,74,3,7
Trondheim - Voll,SN68860,17.12.2015,986.9,6,95,3.8,7.3
Trondheim - Voll,SN68860,18.12.2015,977.3,7.5,95,4.8,6
Trondheim - Voll,SN68860,19.12.2015,981,7.3,90,4.7,7.7
Trondheim - Voll,SN68860,20.12.2015,974.1,8.2,93,5.3,7.7
Trondheim - Voll,SN68860,21.12.2015,970.1,6.9,81,4.5,4
Trondheim - Voll,SN68860,22.12.2015,973.8,6.3,77,4,6
Trondheim - Voll,SN68860,23.12.2015,974.6,5.1,63,3.2,5
Trondheim - Voll,SN68860,24.12.2015,977.1,5.5,55,3.5,4.7
Trondheim - Voll,SN68860,25.12.2015,973.7,6,76,3.8,4.3
Trondheim - Voll,SN68860,26.12.2015,998.8,4.3,84,2.7,6
Trondheim - Voll,SN68860,27.12.2015,1001.8,2.8,71,1.7,0
Trondheim - Voll,SN68860,28.12.2015,1013,3.1,76,1.9,2
Trondheim - Voll,SN68860,29.12.2015,1007.9,3.7,51,2.3,6
Trondheim - Voll,SN68860,30.12.2015,997.8,4.7,54,2.9,7
Trondheim - Voll,SN68860,31.12.2015,994.2,4.8,54,3,7.3
Trondheim - Voll,SN68860,01.01.2016,1002.9,4.8,58,2.9,7
Trondheim - Voll,SN68860,02.01.2016,1013.4,3.7,58,2.3,5.7
Trondheim - Voll,SN68860,03.01.2016,1004.3,1.9,47,1.2,0
Trondheim - Voll,SN68860,04.01.2016,991.6,1.8,54,1.1,1.7
Trondheim - Voll,SN68860,05.01.2016,993.3,1.8,56,1.1,0
Trondheim - Voll,SN68860,06.01.2016,996.1,2.1,75,1.3,5
Trondheim - Voll,SN68860,07.01.2016,992.6,2.2,80,1.4,7
Trondheim - Voll,SN68860,08.01.2016,990.9,1.3,77,0.9,1.3
Trondheim - Voll,SN68860,09.01.2016,993.8,1.5,65,1,0
Trondheim - Voll,SN68860,10.01.2016,985.2,2.1,54,1.3,3.3
Trondheim - Voll,SN68860,11.01.2016,979.3,3,56,1.9,6.7
Trondheim - Voll,SN68860,12.01.2016,984.7,2.4,59,1.5,5
Trondheim - Voll,SN68860,13.01.2016,990.8,1.8,52,1.2,1.7
Trondheim - Voll,SN68860,14.01.2016,992.7,1.6,55,1,1.7
Trondheim - Voll,SN68860,15.01.2016,999.5,1.7,71,1.1,1
Trondheim - Voll,SN68860,16.01.2016,1005,3,83,1.8,5.3
Trondheim - Voll,SN68860,17.01.2016,998.9,4.4,89,2.8,6.7
Trondheim - Voll,SN68860,18.01.2016,991.1,4.8,89,3,6
Trondheim - Voll,SN68860,19.01.2016,991.2,4.9,93,3.1,8
Trondheim - Voll,SN68860,20.01.2016,996.1,5,93,3.1,8
Trondheim - Voll,SN68860,21.01.2016,1003.9,4.1,86,2.6,6
Trondheim - Voll,SN68860,22.01.2016,1001.2,2.8,75,1.7,3.7
Trondheim - Voll,SN68860,23.01.2016,997.4,5,91,3.1,7.3
Trondheim - Voll,SN68860,24.01.2016,999.3,5.6,93,3.5,5.3
Trondheim - Voll,SN68860,25.01.2016,989.8,6.1,99,3.9,7
Trondheim - Voll,SN68860,26.01.2016,976.5,6,77,3.9,7.3
Trondheim - Voll,SN68860,27.01.2016,970.5,6.6,89,4.3,7
Trondheim - Voll,SN68860,28.01.2016,976,5.2,82,3.3,6.7
Trondheim - Voll,SN68860,29.01.2016,959.7,5.1,62,3.3,6
Trondheim - Voll,SN68860,30.01.2016,956.6,5,74,3.3,8
Trondheim - Voll,SN68860,31.01.2016,966.6,4.8,82,3.1,6
Trondheim - Voll,SN68860,01.02.2016,967.2,4.2,69,2.7,6
Trondheim - Voll,SN68860,02.02.2016,962.1,4.8,91,3.1,5.7
Trondheim - Voll,SN68860,03.02.2016,975.6,5.6,89,3.6,7.3
Trondheim - Voll,SN68860,04.02.2016,986.1,5.8,92,3.7,6.7
Trondheim - Voll,SN68860,05.02.2016,989.3,5.1,84,3.2,6.3
Trondheim - Voll,SN68860,06.02.2016,977.3,5.9,81,3.7,8
Trondheim - Voll,SN68860,07.02.2016,966.4,5.9,71,3.8,6
Trondheim - Voll,SN68860,08.02.2016,957.5,5.2,58,3.4,6.3
Trondheim - Voll,SN68860,09.02.2016,958.3,5,75,3.2,2.3
Trondheim - Voll,SN68860,10.02.2016,973.5,4.4,81,2.8,5
Trondheim - Voll,SN68860,11.02.2016,987.6,4.2,73,2.6,5.7
Trondheim - Voll,SN68860,12.02.2016,989.6,3.4,70,2.2,3.7
Trondheim - Voll,SN68860,13.02.2016,983.5,3.1,78,1.9,2.7
Trondheim - Voll,SN68860,14.02.2016,987.1,2.5,76,1.6,2.7
Trondheim - Voll,SN68860,15.02.2016,1001.6,4.5,89,2.8,4
Trondheim - Voll,SN68860,16.02.2016,1005.2,3.5,65,2.2,5.7
Trondheim - Voll,SN68860,17.02.2016,995.4,4.1,50,2.6,6
Trondheim - Voll,SN68860,18.02.2016,992.5,2.9,51,1.8,5.7
Trondheim - Voll,SN68860,19.02.2016,989.5,3,58,1.9,0.7
Trondheim - Voll,SN68860,20.02.2016,969.3,4.5,63,2.9,5.3
Trondheim - Voll,SN68860,21.02.2016,965,3.7,66,2.4,2
Trondheim - Voll,SN68860,22.02.2016,970.3,3.3,69,2.1,3.7
Trondheim - Voll,SN68860,23.02.2016,978.8,4.9,87,3.1,6.7
Trondheim - Voll,SN68860,24.02.2016,983.1,5.9,88,3.7,7.7
Trondheim - Voll,SN68860,25.02.2016,982.7,5.9,94,3.8,7.7
Trondheim - Voll,SN68860,26.02.2016,985.4,5.8,91,3.7,5
Trondheim - Voll,SN68860,27.02.2016,991.7,5.8,92,3.7,4
Trondheim - Voll,SN68860,28.02.2016,1002.5,5.7,90,3.6,6.7
Trondheim - Voll,SN68860,29.02.2016,1005.6,4.1,74,2.5,6.7
Trondheim - Voll,SN68860,01.03.2016,989.6,3.5,62,2.2,8
Trondheim - Voll,SN68860,02.03.2016,978.7,3.6,56,2.3,5.3
Trondheim - Voll,SN68860,03.03.2016,983.4,3.9,60,2.5,6
Trondheim - Voll,SN68860,04.03.2016,988.9,4.3,70,2.7,5.7
Trondheim - Voll,SN68860,05.03.2016,987.9,5,78,3.2,7.7
Trondheim - Voll,SN68860,06.03.2016,988.5,3.8,62,2.4,6
Trondheim - Voll,SN68860,07.03.2016,990.4,4.5,80,2.9,8
Trondheim - Voll,SN68860,08.03.2016,990.7,4.1,75,2.6,2.7
Trondheim - Voll,SN68860,09.03.2016,994.9,3.5,68,2.2,4.7
Trondheim - Voll,SN68860,10.03.2016,1008.2,4.3,60,2.6,2.7
Trondheim - Voll,SN68860,11.03.2016,1012,3.8,65,2.4,6.3
Trondheim - Voll,SN68860,12.03.2016,1011.5,3.7,64,2.3,0
Trondheim - Voll,SN68860,13.03.2016,1014.8,6.4,87,3.9,7.7
Trondheim - Voll,SN68860,14.03.2016,1019.4,8.6,93,5.3,8
Trondheim - Voll,SN68860,15.03.2016,1021.8,8.1,90,5,6.3
Trondheim - Voll,SN68860,16.03.2016,1018.9,7,80,4.3,8
Trondheim - Voll,SN68860,17.03.2016,1008.6,6.8,84,4.2,7.3
Trondheim - Voll,SN68860,18.03.2016,1004.8,5.6,81,3.5,7.3
Trondheim - Voll,SN68860,19.03.2016,996.1,6.7,87,4.2,7.7
Trondheim - Voll,SN68860,20.03.2016,990.7,6.7,91,4.2,7
Trondheim - Voll,SN68860,21.03.2016,988.5,6.3,89,3.9,8
Trondheim - Voll,SN68860,22.03.2016,988.1,6.4,90,4,7
Trondheim - Voll,SN68860,23.03.2016,993.6,5.3,76,3.3,5.7
Trondheim - Voll,SN68860,24.03.2016,985.9,5.2,81,3.3,5.3
Trondheim - Voll,SN68860,25.03.2016,983.4,6,81,3.8,5.7
Trondheim - Voll,SN68860,26.03.2016,982.2,4.9,54,3.1,6
Trondheim - Voll,SN68860,27.03.2016,973,5.7,49,3.7,3.7
Trondheim - Voll,SN68860,28.03.2016,978.2,5.3,50,3.4,4.3
Trondheim - Voll,SN68860,29.03.2016,973.1,6,59,3.8,6.7
Trondheim - Voll,SN68860,30.03.2016,986.1,4.5,57,2.8,6.7
Trondheim - Voll,SN68860,31.03.2016,992,4.7,73,2.9,8
Trondheim - Voll,SN68860,01.04.2016,996.4,5.5,81,3.5,7.3
Trondheim - Voll,SN68860,02.04.2016,993,6.7,79,4.2,7.3
Trondheim - Voll,SN68860,03.04.2016,997.3,6.2,67,3.9,5
Trondheim - Voll,SN68860,04.04.2016,993.6,6.7,65,4.2,7
Trondheim - Voll,SN68860,05.04.2016,987.5,7.7,89,4.9,6
Trondheim - Voll,SN68860,06.04.2016,977.9,7.8,91,5,7
Trondheim - Voll,SN68860,07.04.2016,980.4,6.8,84,4.4,6.7
Trondheim - Voll,SN68860,08.04.2016,985.4,6.3,86,4,5.7
Trondheim - Voll,SN68860,09.04.2016,993.6,5.4,70,3.4,2.3
Trondheim - Voll,SN68860,10.04.2016,1004.9,5.1,67,3.2,0.7
Trondheim - Voll,SN68860,11.04.2016,1006.9,4.9,61,3.1,2.3
Trondheim - Voll,SN68860,12.04.2016,1002.6,5.5,69,3.4,5.7
Trondheim - Voll,SN68860,13.04.2016,1001.1,4.4,59,2.8,4.7
Trondheim - Voll,SN68860,14.04.2016,991.5,4.5,65,2.8,5
Trondheim - Voll,SN68860,15.04.2016,982.4,6.4,83,4.1,6.3
Trondheim - Voll,SN68860,16.04.2016,982.8,5.8,72,3.7,6.7
Trondheim - Voll,SN68860,17.04.2016,984.3,6,75,3.8,5.7
Trondheim - Voll,SN68860,18.04.2016,979.1,6.9,81,4.4,6.7
Trondheim - Voll,SN68860,19.04.2016,993.3,6.6,77,4.1,5.7
Trondheim - Voll,SN68860,20.04.2016,1004.9,6,76,3.7,8
Trondheim - Voll,SN68860,21.04.2016,996.2,6.7,85,4.2,5.3
Trondheim - Voll,SN68860,22.04.2016,999.4,5.7,85,3.6,7
Trondheim - Voll,SN68860,23.04.2016,996.8,5.4,85,3.4,5.7
Trondheim - Voll,SN68860,24.04.2016,995.4,4.9,77,3.1,6
Trondheim - Voll,SN68860,25.04.2016,991.8,4.2,61,2.6,5.7
Trondheim - Voll,SN68860,26.04.2016,994.5,5.1,68,3.2,6
Trondheim - Voll,SN68860,27.04.2016,991.9,5.6,81,3.5,4.3
Trondheim - Voll,SN68860,28.04.2016,998.4,5.6,65,3.5,4.3
Trondheim - Voll,SN68860,29.04.2016,993.2,6.3,65,3.9,3
Trondheim - Voll,SN68860,30.04.2016,1003.9,6.3,55,3.9,6
Trondheim - Voll,SN68860,01.05.2016,1004.1,5.3,47,3.3,4.7
Trondheim - Voll,SN68860,02.05.2016,997,6,55,3.8,4.7
Trondheim - Voll,SN68860,03.05.2016,996.2,7.4,65,4.6,6.3
Trondheim - Voll,SN68860,04.05.2016,1005.8,6.6,61,4.1,2
Trondheim - Voll,SN68860,05.05.2016,1004.1,6,46,3.7,5.3
Trondheim - Voll,SN68860,06.05.2016,1004,6.8,53,4.2,6.3
Trondheim - Voll,SN68860,07.05.2016,1003.6,8,60,5,6.7
Trondheim - Voll,SN68860,08.05.2016,1008,9.4,66,5.8,5.3
Trondheim - Voll,SN68860,09.05.2016,1009.6,10.1,66,6.2,1
Trondheim - Voll,SN68860,10.05.2016,1009,7.6,73,4.7,6.7
Trondheim - Voll,SN68860,11.05.2016,1003.5,6.5,58,4.1,2.3
Trondheim - Voll,SN68860,12.05.2016,996.8,6.9,75,4.3,6.7
Trondheim - Voll,SN68860,13.05.2016,993.7,6.2,76,3.9,7.3
Trondheim - Voll,SN68860,14.05.2016,994,7,81,4.4,6.7
Trondheim - Voll,SN68860,15.05.2016,999.3,7.1,78,4.4,5.7
Trondheim - Voll,SN68860,16.05.2016,996.1,6.7,70,4.2,5.3
Trondheim - Voll,SN68860,17.05.2016,992,6.2,71,3.9,7.3
Trondheim - Voll,SN68860,18.05.2016,992.1,6.1,71,3.8,7
Trondheim - Voll,SN68860,19.05.2016,995,5.7,66,3.6,7.3
Trondheim - Voll,SN68860,20.05.2016,990,8.4,68,5.3,7
Trondheim - Voll,SN68860,21.05.2016,992.8,9.4,71,5.9,4.3
Trondheim - Voll,SN68860,22.05.2016,990.7,10.2,65,6.5,5.3
Trondheim - Voll,SN68860,23.05.2016,999.7,9.5,88,5.9,8
Trondheim - Voll,SN68860,24.05.2016,1008.4,8.4,78,5.2,7
Trondheim - Voll,SN68860,25.05.2016,1011.3,8.2,76,5.1,6.3
Trondheim - Voll,SN68860,26.05.2016,1007.3,7.5,60,4.6,2.3
Trondheim - Voll,SN68860,27.05.2016,1006.7,8.7,54,5.4,0
Trondheim - Voll,SN68860,28.05.2016,1007.2,8.8,51,5.4,2
Trondheim - Voll,SN68860,29.05.2016,1007.8,10.9,67,6.8,4.7
Trondheim - Voll,SN68860,30.05.2016,1006.9,12.1,65,7.5,1.3
Trondheim - Voll,SN68860,31.05.2016,1008.3,13.5,72,8.4,4.3
Trondheim - Voll,SN68860,01.06.2016,1009.9,13,84,8,8
Trondheim - Voll,SN68860,02.06.2016,1009.6,12.2,79,7.6,4.7
Trondheim - Voll,SN68860,03.06.2016,1009.9,8.4,69,5.2,1.7
Trondheim - Voll,SN68860,04.06.2016,1008.8,7.2,63,4.4,5.7
Trondheim - Voll,SN68860,05.06.2016,1009.3,6.6,54,4.1,2.7
Trondheim - Voll,SN68860,06.06.2016,1008.1,8,54,5,0.7
Trondheim - Voll,SN68860,07.06.2016,1003.6,9.6,70,6,5.3
Trondheim - Voll,SN68860,08.06.2016,1008.5,7.2,72,4.4,4
Trondheim - Voll,SN68860,09.06.2016,1003,6.8,71,4.2,6
Trondheim - Voll,SN68860,10.06.2016,1000,7.1,67,4.4,5.3
Trondheim - Voll,SN68860,11.06.2016,1000.2,7.6,60,4.7,0.7
Trondheim - Voll,SN68860,12.06.2016,998.9,7.8,63,4.9,2.3
Trondheim - Voll,SN68860,13.06.2016,994.5,7.6,63,4.8,2.3
Trondheim - Voll,SN68860,14.06.2016,992.2,7.9,60,5,3
Trondheim - Voll,SN68860,15.06.2016,989.8,10.1,63,6.4,4.7
Trondheim - Voll,SN68860,16.06.2016,990.2,12.8,71,8.1,4.3
Trondheim - Voll,SN68860,17.06.2016,991.4,11.1,86,7,8
Trondheim - Voll,SN68860,18.06.2016,994.2,9.7,89,6.1,8
Trondheim - Voll,SN68860,19.06.2016,999.1,8.9,87,5.5,8
Trondheim - Voll,SN68860,20.06.2016,993.6,9.3,65,5.9,3.3
Trondheim - Voll,SN68860,21.06.2016,995.6,11.5,82,7.2,7.3
Trondheim - Voll,SN68860,22.06.2016,1002.3,10.7,65,6.7,7
Trondheim - Voll,SN68860,23.06.2016,1003.3,12.4,69,7.7,6.7
Trondheim - Voll,SN68860,24.06.2016,1000,13.5,73,8.4,4.3
Trondheim - Voll,SN68860,25.06.2016,1001.5,12.2,86,7.6,8
Trondheim - Voll,SN68860,26.06.2016,995.3,13.6,73,8.5,6
Trondheim - Voll,SN68860,27.06.2016,987.9,13.7,81,8.6,5.3
Trondheim - Voll,SN68860,28.06.2016,995.1,11.1,78,7,6.7
Trondheim - Voll,SN68860,29.06.2016,993.9,10.4,60,6.5,2.3
Trondheim - Voll,SN68860,30.06.2016,987,10.3,52,6.5,6.3
Trondheim - Voll,SN68860,01.07.2016,987.3,10.7,61,6.8,6.9
Trondheim - Voll,SN68860,02.07.2016,983.6,11.1,68,7,6.3
Trondheim - Voll,SN68860,03.07.2016,990.3,10.7,80,6.8,5.7
Trondheim - Voll,SN68860,04.07.2016,996.5,10.5,69,6.6,6
Trondheim - Voll,SN68860,05.07.2016,995.2,10.2,67,6.4,6
Trondheim - Voll,SN68860,06.07.2016,994.9,10,78,6.3,6.3
Trondheim - Voll,SN68860,07.07.2016,995.3,9,67,5.6,4.3
Trondheim - Voll,SN68860,08.07.2016,993.1,10.1,64,6.4,2.7
Trondheim - Voll,SN68860,09.07.2016,991.8,10.9,71,6.9,5
Trondheim - Voll,SN68860,10.07.2016,988.6,11.9,74,7.5,4
Trondheim - Voll,SN68860,11.07.2016,981.2,12.9,69,8.2,6.7
Trondheim - Voll,SN68860,12.07.2016,985.1,13.7,83,8.7,6.7
Trondheim - Voll,SN68860,13.07.2016,991.6,13.4,91,8.5,8
Trondheim - Voll,SN68860,14.07.2016,998.5,11.4,81,7.1,7.3
Trondheim - Voll,SN68860,15.07.2016,1000.4,10.4,76,6.5,7.7
Trondheim - Voll,SN68860,16.07.2016,991.5,11.9,84,7.5,6.7
Trondheim - Voll,SN68860,17.07.2016,991.8,11.8,83,7.4,7.3
Trondheim - Voll,SN68860,18.07.2016,999.3,11.2,78,7,5
Trondheim - Voll,SN68860,19.07.2016,1001.2,10.9,69,6.8,1.7
Trondheim - Voll,SN68860,20.07.2016,1002.6,13.5,69,8.4,7
Trondheim - Voll,SN68860,21.07.2016,999.4,14.2,53,8.9,0.7
Trondheim - Voll,SN68860,22.07.2016,1002.5,17.5,75,10.9,4.3
Trondheim - Voll,SN68860,23.07.2016,1004.6,16.4,86,10.2,6.3
Trondheim - Voll,SN68860,24.07.2016,1004.1,15.8,76,9.8,4.7
Trondheim - Voll,SN68860,25.07.2016,997.8,15.6,66,9.8,3.3
Trondheim - Voll,SN68860,26.07.2016,995.8,14.7,80,9.2,7.7
Trondheim - Voll,SN68860,27.07.2016,995.2,13.6,72,8.5,4.7
Trondheim - Voll,SN68860,28.07.2016,990.9,13.2,76,8.3,8
Trondheim - Voll,SN68860,29.07.2016,990.8,13.7,78,8.6,3.7
Trondheim - Voll,SN68860,30.07.2016,988.5,13.7,86,8.7,6
Trondheim - Voll,SN68860,31.07.2016,988.5,12.3,83,7.8,7.7
Trondheim - Voll,SN68860,01.08.2016,988.5,12.3,83,7.8,7.3
Trondheim - Voll,SN68860,02.08.2016,989.2,11.7,82,7.4,7.3
Trondheim - Voll,SN68860,03.08.2016,989.9,11.5,73,7.3,4.3
Trondheim - Voll,SN68860,04.08.2016,985.2,12,65,7.6,5.7
Trondheim - Voll,SN68860,05.08.2016,993.8,12.9,77,8.1,5.3
Trondheim - Voll,SN68860,06.08.2016,1000,12.2,78,7.6,7
Trondheim - Voll,SN68860,07.08.2016,991.2,12.4,73,7.8,6.7
Trondheim - Voll,SN68860,08.08.2016,976,13.1,81,8.4,5
Trondheim - Voll,SN68860,09.08.2016,983,12,87,7.6,7.7
Trondheim - Voll,SN68860,10.08.2016,994.3,9,83,5.6,6.7
Trondheim - Voll,SN68860,11.08.2016,996,8.7,87,5.4,7.7
Trondheim - Voll,SN68860,12.08.2016,989.9,9.7,80,6.1,6
Trondheim - Voll,SN68860,13.08.2016,989.8,10.7,81,6.7,5.7
Trondheim - Voll,SN68860,14.08.2016,1001.5,9.6,73,6,5.7
Trondheim - Voll,SN68860,15.08.2016,1008.2,11.1,89,6.9,7.3
Trondheim - Voll,SN68860,16.08.2016,1008.5,12,79,7.4,2.7
Trondheim - Voll,SN68860,17.08.2016,1004.1,12,75,7.4,0.7
Trondheim - Voll,SN68860,18.08.2016,1000,12.7,64,7.9,0.7
Trondheim - Voll,SN68860,19.08.2016,997,12.8,68,8.1,2.7
Trondheim - Voll,SN68860,20.08.2016,994.3,13,72,8.2,6
Trondheim - Voll,SN68860,21.08.2016,996.4,13.3,73,8.3,6
Trondheim - Voll,SN68860,22.08.2016,999.7,14.1,86,8.8,3.7
Trondheim - Voll,SN68860,23.08.2016,1007.8,12.1,78,7.5,5.7
Trondheim - Voll,SN68860,24.08.2016,1004,12.7,89,7.9,7.7
Trondheim - Voll,SN68860,25.08.2016,1004.2,11.7,79,7.3,5.3
Trondheim - Voll,SN68860,26.08.2016,990.8,12.2,90,7.7,4
Trondheim - Voll,SN68860,27.08.2016,997.4,11.5,87,7.2,7.7
Trondheim - Voll,SN68860,28.08.2016,1001.7,11.7,82,7.3,6
Trondheim - Voll,SN68860,29.08.2016,995.5,11.2,82,7.1,7
Trondheim - Voll,SN68860,30.08.2016,995.4,12.4,89,7.8,7.3
Trondheim - Voll,SN68860,31.08.2016,991.1,13.9,84,8.8,7.3
Trondheim - Voll,SN68860,01.09.2016,989.9,12.1,86,7.6,7
Trondheim - Voll,SN68860,02.09.2016,991.7,10.4,81,6.5,7
Trondheim - Voll,SN68860,03.09.2016,989.9,11.7,90,7.4,7
Trondheim - Voll,SN68860,04.09.2016,997,9.9,78,6.2,6
Trondheim - Voll,SN68860,05.09.2016,1002.2,9.6,79,5.9,2.7
Trondheim - Voll,SN68860,06.09.2016,993.9,12.5,85,7.9,6.7
Trondheim - Voll,SN68860,07.09.2016,997.7,10.7,72,6.7,6
Trondheim - Voll,SN68860,08.09.2016,997.6,11.7,79,7.3,3.3
Trondheim - Voll,SN68860,09.09.2016,993.7,13.6,84,8.5,7.3
Trondheim - Voll,SN68860,10.09.2016,992.7,12.8,89,-,6.3
Trondheim - Voll,SN68860,16.09.2016,1001.8,13.2,87,8.3,4.7
Trondheim - Voll,SN68860,17.09.2016,1005.4,14,95,8.7,5.3
Trondheim - Voll,SN68860,18.09.2016,1005,14.7,92,9.1,4.7
Trondheim - Voll,SN68860,19.09.2016,1005.4,13.9,93,8.6,7.3
Trondheim - Voll,SN68860,20.09.2016,1006,14.1,92,8.8,5.7
Trondheim - Voll,SN68860,21.09.2016,1006.1,14.1,85,8.7,6.3
Trondheim - Voll,SN68860,22.09.2016,1003.3,14.1,83,8.8,6.3
Trondheim - Voll,SN68860,23.09.2016,998.5,11.9,82,7.5,6.7
Trondheim - Voll,SN68860,24.09.2016,998.3,10.7,82,6.7,7
